p,	n,	poly
2,	2,	x^2 + x + 1
2,	3,	x^3 + x^2 + 1
2,	4,	x^4 + x^3 + 1
2,	5,	x^5 + x^4 + x^2 + x + 1
2,	6,	x^6 + x^5 + x^4 + x + 1
2,	7,	x^7 + x^6 + 1
2,	8,	x^8 + x^7 + x^2 + x + 1
2,	9,	x^9 + x^8 + x^4 + x + 1
2,	10,	x^10 + x^9 + x^4 + x + 1
2,	11,	x^11 + x^10 + x^3 + x + 1
2,	12,	x^12 + x^11 + x^10 + x^4 + 1
2,	13,	x^13 + x^12 + x^2 + x + 1
2,	14,	x^14 + x^13 + x^3 + x^2 + 1
2,	15,	x^15 + x^14 + 1
2,	16,	x^16 + x^15 + x^4 + x + 1
2,	17,	x^17 + x^16 + x^3 + x + 1
2,	18,	x^18 + x^17 + x^5 + x + 1
2,	19,	x^19 + x^18 + x^5 + x + 1
2,	20,	x^20 + x^19 + x^16 + x^2 + 1
2,	21,	x^21 + x^20 + x^16 + x^2 + 1
2,	22,	x^22 + x^21 + 1
2,	23,	x^23 + x^22 + x^2 + x + 1
2,	24,	x^24 + x^23 + x^10 + x + 1
2,	25,	x^25 + x^24 + x^6 + x + 1
2,	26,	x^26 + x^25 + x^5 + x + 1
2,	27,	x^27 + x^26 + x^5 + x + 1
2,	28,	x^28 + x^27 + x^11 + x + 1
2,	29,	x^29 + x^28 + x^10 + x^2 + 1
2,	30,	x^30 + x^29 + x^22 + x^7 + 1
2,	31,	x^31 + x^30 + x^11 + x + 1
2,	32,	x^32 + x^31 + x^3 + x + 1
2,	33,	x^33 + x^32 + x^13 + x + 1
2,	34,	x^34 + x^33 + x^4 + x + 1
2,	35,	x^35 + x^34 + x^21 + x + 1
2,	36,	x^36 + x^35 + x^19 + x^4 + 1
2,	37,	x^37 + x^36 + x^4 + x^2 + 1
2,	38,	x^38 + x^37 + x^18 + x + 1
2,	39,	x^39 + x^38 + x^16 + x + 1
2,	40,	x^40 + x^39 + x^34 + x^2 + 1
2,	41,	x^41 + x^40 + x^18 + x + 1
2,	42,	x^42 + x^41 + x^6 + x^3 + 1
2,	43,	x^43 + x^42 + x^3 + x + 1
2,	44,	x^44 + x^43 + x^9 + x + 1
2,	45,	x^45 + x^44 + x^24 + x^2 + 1
2,	46,	x^46 + x^45 + x^9 + x + 1
2,	47,	x^47 + x^46 + x^12 + x + 1
2,	48,	x^48 + x^47 + x^40 + x + 1
2,	49,	x^49 + x^48 + x^4 + x + 1
2,	50,	x^50 + x^49 + x^21 + x + 1
2,	51,	x^51 + x^50 + x^35 + x^3 + 1
2,	52,	x^52 + x^51 + x^12 + x + 1
2,	53,	x^53 + x^52 + x^2 + x + 1
2,	54,	x^54 + x^53 + x^40 + x + 1
2,	55,	x^55 + x^54 + x^2 + x + 1
2,	56,	x^56 + x^55 + x^3 + x + 1
2,	57,	x^57 + x^56 + x^5 + x + 1
2,	58,	x^58 + x^57 + x^11 + x + 1
2,	59,	x^59 + x^58 + x^18 + x^2 + 1
2,	60,	x^60 + x^59 + x^11 + x^7 + 1
2,	61,	x^61 + x^60 + x^29 + x^2 + 1
2,	62,	x^62 + x^61 + x^3 + x + 1
2,	63,	x^63 + x^62 + 1
2,	64,	x^64 + x^63 + x^8 + x + 1
2,	65,	x^65 + x^64 + x^18 + x + 1
2,	66,	x^66 + x^65 + x^7 + x^2 + 1
2,	67,	x^67 + x^66 + x^9 + x + 1
2,	68,	x^68 + x^67 + x^21 + x + 1
2,	69,	x^69 + x^68 + x^8 + x^3 + 1
2,	70,	x^70 + x^69 + x^3 + x + 1
2,	71,	x^71 + x^70 + x^8 + x + 1
2,	72,	x^72 + x^71 + x^26 + x^4 + 1
2,	73,	x^73 + x^72 + x^10 + x + 1
2,	74,	x^74 + x^73 + x^37 + x^2 + 1
2,	75,	x^75 + x^74 + x^4 + x^2 + 1
2,	76,	x^76 + x^75 + x^3 + x + 1
2,	77,	x^77 + x^76 + x^23 + x^3 + 1
2,	78,	x^78 + x^77 + x^13 + x^4 + 1
2,	79,	x^79 + x^78 + x^19 + x + 1
2,	80,	x^80 + x^79 + x^38 + x + 1
2,	81,	x^81 + x^80 + x^10 + x + 1
2,	82,	x^82 + x^81 + x^9 + x + 1
2,	83,	x^83 + x^82 + x^5 + x + 1
2,	84,	x^84 + x^83 + x^82 + x^2 + 1
2,	85,	x^85 + x^84 + x^83 + x + 1
2,	86,	x^86 + x^85 + x^12 + x + 1
2,	87,	x^87 + x^86 + x^19 + x + 1
2,	88,	x^88 + x^87 + x^33 + x + 1
2,	89,	x^89 + x^88 + x^41 + x + 1
2,	90,	x^90 + x^89 + x^70 + x^5 + 1
2,	91,	x^91 + x^90 + x^14 + x + 1
2,	92,	x^92 + x^91 + x^55 + x^3 + 1
2,	93,	x^93 + x^92 + x^23 + x^2 + 1
2,	94,	x^94 + x^93 + x^13 + x + 1
2,	95,	x^95 + x^94 + x^12 + x + 1
2,	96,	x^96 + x^95 + x^86 + x + 1
2,	97,	x^97 + x^96 + x^4 + x + 1
2,	98,	x^98 + x^97 + x^62 + x + 1
2,	99,	x^99 + x^98 + x^64 + x^2 + 1
2,	100,	x^100 + x^99 + x^9 + x + 1
2,	101,	x^101 + x^100 + x^40 + x^2 + 1
2,	102,	x^102 + x^101 + x^54 + x^2 + 1
2,	103,	x^103 + x^102 + x^23 + x + 1
2,	104,	x^104 + x^103 + x^24 + x + 1
2,	105,	x^105 + x^104 + x^10 + x + 1
2,	106,	x^106 + x^105 + x^6 + x + 1
2,	107,	x^107 + x^106 + x^29 + x + 1
2,	108,	x^108 + x^107 + x^28 + x^2 + 1
2,	109,	x^109 + x^108 + x^59 + x^2 + 1
2,	110,	x^110 + x^109 + x^33 + x + 1
2,	111,	x^111 + x^110 + x^8 + x + 1
2,	112,	x^112 + x^111 + x^43 + x + 1
2,	113,	x^113 + x^112 + x^12 + x + 1
2,	114,	x^114 + x^113 + x^14 + x^2 + 1
2,	115,	x^115 + x^114 + x^13 + x + 1
2,	116,	x^116 + x^115 + x^8 + x + 1
2,	117,	x^117 + x^116 + x^108 + x^2 + 1
2,	118,	x^118 + x^117 + x^51 + x + 1
2,	119,	x^119 + x^118 + x^83 + x + 1
2,	120,	x^120 + x^119 + x^32 + x^6 + 1
2,	121,	x^121 + x^120 + x^11 + x + 1
2,	122,	x^122 + x^121 + x^26 + x + 1
2,	123,	x^123 + x^122 + x^31 + x^2 + 1
2,	124,	x^124 + x^123 + x^34 + x + 1
2,	125,	x^125 + x^124 + x^49 + x^2 + 1
2,	126,	x^126 + x^125 + x^62 + x^2 + 1
2,	127,	x^127 + x^126 + x^15 + x + 1
2,	128,	x^128 + x^127 + x^46 + x^2 + 1
2,	129,	x^129 + x^128 + x^5 + x + 1
2,	130,	x^130 + x^129 + x^75 + x + 1
2,	131,	x^131 + x^130 + x^42 + x + 1
2,	132,	x^132 + x^131 + x^18 + x^2 + 1
2,	133,	x^133 + x^132 + x^28 + x^3 + 1
2,	134,	x^134 + x^133 + x^9 + x + 1
2,	135,	x^135 + x^134 + x^6 + x^2 + 1
2,	136,	x^136 + x^135 + x^45 + x + 1
2,	137,	x^137 + x^136 + x^15 + x + 1
2,	138,	x^138 + x^137 + x^36 + x^3 + 1
2,	139,	x^139 + x^138 + x^53 + x + 1
2,	140,	x^140 + x^139 + x^121 + x^2 + 1
2,	141,	x^141 + x^140 + x^99 + x^2 + 1
2,	142,	x^142 + x^141 + x^7 + x + 1
2,	143,	x^143 + x^142 + x^24 + x^2 + 1
2,	144,	x^144 + x^143 + x^94 + x^2 + 1
2,	145,	x^145 + x^144 + x^5 + x + 1
2,	146,	x^146 + x^145 + x^50 + x + 1
2,	147,	x^147 + x^146 + x^14 + x + 1
2,	148,	x^148 + x^147 + x^3 + x + 1
2,	149,	x^149 + x^148 + x^13 + x^2 + 1
2,	150,	x^150 + x^149 + x^70 + x^2 + 1
2,	151,	x^151 + x^150 + x^27 + x + 1
2,	152,	x^152 + x^151 + x^47 + x + 1
2,	153,	x^153 + x^152 + x^5 + x + 1
2,	154,	x^154 + x^153 + x^45 + x + 1
2,	155,	x^155 + x^154 + x^41 + x + 1
2,	156,	x^156 + x^155 + x^84 + x^2 + 1
2,	157,	x^157 + x^156 + x^17 + x^2 + 1
2,	158,	x^158 + x^157 + x^12 + x + 1
2,	159,	x^159 + x^158 + x^148 + x^2 + 1
2,	160,	x^160 + x^159 + x^72 + x + 1
2,	161,	x^161 + x^160 + x^75 + x^2 + 1
2,	162,	x^162 + x^161 + x^142 + x^2 + 1
2,	163,	x^163 + x^162 + x^25 + x + 1
2,	164,	x^164 + x^163 + x^66 + x + 1
2,	165,	x^165 + x^164 + x^49 + x^2 + 1
2,	166,	x^166 + x^165 + x^55 + x^2 + 1
2,	167,	x^167 + x^166 + x^24 + x^2 + 1
2,	168,	x^168 + x^167 + x^59 + x^10 + 1
2,	169,	x^169 + x^168 + x^5 + x + 1
2,	170,	x^170 + x^169 + x^9 + x + 1
2,	171,	x^171 + x^170 + x^26 + x + 1
2,	172,	x^172 + x^171 + x^23 + x + 1
2,	173,	x^173 + x^172 + x^54 + x^2 + 1
2,	174,	x^174 + x^173 + x^14 + x^2 + 1
2,	175,	x^175 + x^174 + x^48 + x + 1
2,	176,	x^176 + x^175 + x^38 + x + 1
2,	177,	x^177 + x^176 + x^25 + x + 1
2,	178,	x^178 + x^177 + x^131 + x^2 + 1
2,	179,	x^179 + x^178 + x^63 + x^2 + 1
2,	180,	x^180 + x^179 + x^147 + x^11 + 1
2,	181,	x^181 + x^180 + x^31 + x^2 + 1
2,	182,	x^182 + x^181 + x^90 + x + 1
2,	183,	x^183 + x^182 + x^2 + x + 1
2,	184,	x^184 + x^183 + x^142 + x^2 + 1
2,	185,	x^185 + x^184 + x^69 + x + 1
2,	186,	x^186 + x^185 + x^71 + x + 1
2,	187,	x^187 + x^186 + x^33 + x + 1
2,	188,	x^188 + x^187 + x^18 + x + 1
2,	189,	x^189 + x^188 + x^65 + x^2 + 1
2,	190,	x^190 + x^189 + x^87 + x + 1
2,	191,	x^191 + x^190 + x^85 + x^2 + 1
2,	192,	x^192 + x^191 + x^38 + x^2 + 1
2,	193,	x^193 + x^192 + x^12 + x + 1
2,	194,	x^194 + x^193 + x^54 + x + 1
2,	195,	x^195 + x^194 + x^10 + x + 1
2,	196,	x^196 + x^195 + x^67 + x + 1
2,	197,	x^197 + x^196 + x^40 + x^2 + 1
2,	198,	x^198 + x^197 + x^37 + x^2 + 1
2,	199,	x^199 + x^198 + x^28 + x + 1
2,	200,	x^200 + x^199 + x^40 + x^2 + 1
2,	201,	x^201 + x^200 + x^49 + x + 1
2,	202,	x^202 + x^201 + x^40 + x + 1
2,	203,	x^203 + x^202 + x^6 + x + 1
2,	204,	x^204 + x^203 + x^179 + x^4 + 1
2,	205,	x^205 + x^204 + x^13 + x^2 + 1
2,	206,	x^206 + x^205 + x^139 + x^2 + 1
2,	207,	x^207 + x^206 + x^19 + x + 1
2,	208,	x^208 + x^207 + x^5 + x^2 + 1
2,	209,	x^209 + x^208 + x^26 + x + 1
2,	210,	x^210 + x^209 + x^83 + x^14 + 1
2,	211,	x^211 + x^210 + x^13 + x + 1
2,	212,	x^212 + x^211 + x^2 + x + 1
2,	213,	x^213 + x^212 + x^95 + x^2 + 1
2,	214,	x^214 + x^213 + x^34 + x^2 + 1
2,	215,	x^215 + x^214 + x^87 + x + 1
2,	216,	x^216 + x^215 + x^197 + x + 1
2,	217,	x^217 + x^216 + x^81 + x + 1
2,	218,	x^218 + x^217 + x^26 + x + 1
2,	219,	x^219 + x^218 + x^67 + x^2 + 1
2,	220,	x^220 + x^219 + x^27 + x + 1
2,	221,	x^221 + x^220 + x^103 + x^2 + 1
2,	222,	x^222 + x^221 + x^112 + x + 1
2,	223,	x^223 + x^222 + x^68 + x + 1
2,	224,	x^224 + x^223 + x^100 + x^2 + 1
2,	225,	x^225 + x^224 + x^13 + x + 1
2,	226,	x^226 + x^225 + x^29 + x + 1
2,	227,	x^227 + x^226 + x^5 + x + 1
2,	228,	x^228 + x^227 + x^17 + x + 1
2,	229,	x^229 + x^228 + x^13 + x^2 + 1
2,	230,	x^230 + x^229 + x^86 + x + 1
2,	231,	x^231 + x^230 + x^28 + x + 1
2,	232,	x^232 + x^231 + x^36 + x + 1
3,	2,	x^2 + x + 2
3,	3,	x^3 + 2*x^2 + 1
3,	4,	x^4 + x^3 + 2
3,	5,	x^5 + 2*x^4 + 1
3,	6,	x^6 + x^5 + x^3 + 2
3,	7,	x^7 + x^6 + x^2 + 1
3,	8,	x^8 + x^7 + 2*x^3 + 2*x^2 + 2
3,	9,	x^9 + x^8 + 2*x + 1
3,	10,	x^10 + x^9 + x^7 + 2
3,	11,	x^11 + x^10 + 2*x + 1
3,	12,	x^12 + x^11 + x^7 + 2
3,	13,	x^13 + 2*x^12 + 1
3,	14,	x^14 + x^13 + x^5 + 2
3,	15,	x^15 + x^14 + x^2 + 1
3,	16,	x^16 + x^15 + 2*x^6 + 2*x + 2
3,	17,	x^17 + 2*x^16 + 1
3,	18,	x^18 + x^17 + x^5 + 2
3,	19,	x^19 + 2*x^18 + x^5 + 1
3,	20,	x^20 + x^19 + x^3 + 2
3,	21,	x^21 + x^20 + 2*x^3 + 1
3,	22,	x^22 + x^21 + x^7 + 2
3,	23,	x^23 + 2*x^22 + x^3 + 1
3,	24,	x^24 + x^23 + 2*x^7 + 2*x + 2
3,	25,	x^25 + x^24 + x^6 + 1
3,	26,	x^26 + x^25 + x^16 + 2*x + 2
3,	27,	x^27 + x^26 + x^2 + 1
3,	28,	x^28 + x^27 + x^15 + 2
3,	29,	x^29 + 2*x^28 + x^5 + 1
3,	30,	x^30 + x^29 + x^11 + 2
3,	31,	x^31 + x^30 + x^2 + 1
3,	32,	x^32 + x^31 + x^22 + 2*x^4 + 2
3,	33,	x^33 + x^32 + 2*x^9 + 1
3,	34,	x^34 + x^33 + x^31 + 2
3,	35,	x^35 + 2*x^34 + x^3 + 1
3,	36,	x^36 + x^35 + x^2 + 2*x + 2
3,	37,	x^37 + x^36 + 2*x + 1
3,	38,	x^38 + x^37 + x^7 + 2
3,	39,	x^39 + x^38 + 2*x^13 + 1
3,	40,	x^40 + x^39 + x^13 + 2*x + 2
3,	41,	x^41 + 2*x^40 + 1
3,	42,	x^42 + x^41 + 2*x^7 + 2*x + 2
3,	43,	x^43 + x^42 + x^10 + 1
3,	44,	x^44 + x^43 + x^34 + 2*x^2 + 2
3,	45,	x^45 + x^44 + 2*x^27 + 1
3,	46,	x^46 + x^45 + x^19 + 2
3,	47,	x^47 + x^46 + 2*x^13 + 1
3,	48,	x^48 + x^47 + x^26 + 2*x^2 + 2
3,	49,	x^49 + x^48 + x^6 + 1
3,	50,	x^50 + x^49 + x^29 + 2
3,	51,	x^51 + 2*x^50 + 1
3,	52,	x^52 + x^51 + 2*x^3 + 2*x + 2
3,	53,	x^53 + 2*x^52 + x^25 + 1
3,	54,	x^54 + x^53 + x^9 + 2
3,	55,	x^55 + x^54 + x^4 + 1
3,	56,	x^56 + x^55 + 2*x^7 + x + 2
3,	57,	x^57 + x^56 + 2*x + 1
3,	58,	x^58 + x^57 + 2*x^3 + 2*x^2 + 2
3,	59,	x^59 + x^58 + x^2 + 1
3,	60,	x^60 + x^59 + x^55 + 2
3,	61,	x^61 + x^60 + 2*x^7 + 1
3,	62,	x^62 + x^61 + x^9 + 2*x + 2
3,	63,	x^63 + x^62 + 2*x^53 + 1
3,	64,	x^64 + x^63 + 2*x^49 + x^2 + 2
3,	65,	x^65 + x^64 + 2*x^5 + 1
3,	66,	x^66 + x^65 + 2*x^21 + x + 2
3,	67,	x^67 + x^66 + x^22 + 1
3,	68,	x^68 + x^67 + x^51 + 2
3,	69,	x^69 + x^68 + 2*x^7 + 1
3,	70,	x^70 + x^69 + 2*x^22 + 2*x + 2
3,	71,	x^71 + 2*x^70 + x^29 + 1
3,	72,	x^72 + x^71 + 2*x^27 + 2*x + 2
3,	73,	x^73 + 2*x^72 + 1
3,	74,	x^74 + x^73 + 2*x^19 + x + 2
3,	75,	x^75 + 2*x^74 + x^27 + 1
3,	76,	x^76 + x^75 + x^71 + 2
3,	77,	x^77 + x^76 + x^2 + 1
3,	78,	x^78 + x^77 + 2*x^15 + x^3 + 2
3,	79,	x^79 + x^78 + x^58 + 1
3,	80,	x^80 + x^79 + 2*x^31 + x + 2
3,	81,	x^81 + x^80 + 2*x^9 + 1
3,	82,	x^82 + x^81 + 2*x^25 + 2*x^2 + 2
3,	83,	x^83 + x^82 + x^12 + 1
3,	84,	x^84 + x^83 + 2*x^18 + 2*x + 2
3,	85,	x^85 + x^84 + 2*x^3 + 1
3,	86,	x^86 + x^85 + x^47 + 2
3,	87,	x^87 + x^86 + x^28 + 1
3,	88,	x^88 + x^87 + 2*x^26 + 2*x + 2
3,	89,	x^89 + x^88 + x^8 + 1
3,	90,	x^90 + x^89 + x^29 + 2
3,	91,	x^91 + 2*x^90 + x^47 + 1
3,	92,	x^92 + x^91 + x^59 + 2
3,	93,	x^93 + x^92 + x^4 + 1
3,	94,	x^94 + x^93 + x^13 + 2
3,	95,	x^95 + x^94 + x^74 + 1
3,	96,	x^96 + x^95 + 2*x^15 + x^2 + 2
3,	97,	x^97 + x^96 + 2*x^11 + 1
3,	98,	x^98 + x^97 + x^29 + 2
3,	99,	x^99 + x^98 + 2*x^65 + 1
3,	100,	x^100 + x^99 + 2*x^6 + 2*x + 2
3,	101,	x^101 + x^100 + 2*x^39 + 1
3,	102,	x^102 + x^101 + x^15 + 2
3,	103,	x^103 + x^102 + x^26 + 1
3,	104,	x^104 + x^103 + x^87 + 2
3,	105,	x^105 + x^104 + x^6 + 1
3,	106,	x^106 + x^105 + x^13 + 2
3,	107,	x^107 + x^106 + 2*x^5 + 1
3,	108,	x^108 + x^107 + 2*x^16 + 2*x + 2
3,	109,	x^109 + x^108 + x^8 + 1
3,	110,	x^110 + x^109 + 2*x^49 + x + 2
3,	111,	x^111 + x^110 + 2*x^17 + 1
3,	112,	x^112 + x^111 + 2*x^74 + 2*x + 2
3,	113,	x^113 + x^112 + x^16 + 1
3,	114,	x^114 + x^113 + x^28 + 2*x + 2
3,	115,	x^115 + x^114 + x^76 + 1
3,	116,	x^116 + x^115 + x^59 + 2
3,	117,	x^117 + x^116 + x^30 + 1
3,	118,	x^118 + x^117 + 2*x^29 + x + 2
3,	119,	x^119 + 2*x^118 + x^21 + 1
3,	120,	x^120 + x^119 + x^35 + 2*x^3 + 2
3,	121,	x^121 + 2*x^120 + 1
3,	122,	x^122 + x^121 + 2*x^11 + 2*x + 2
3,	123,	x^123 + 2*x^122 + x^3 + 1
3,	124,	x^124 + x^123 + 2*x^57 + x + 2
3,	125,	x^125 + x^124 + x^2 + 1
3,	126,	x^126 + x^125 + x^21 + 2
3,	127,	x^127 + x^126 + x^74 + 1
3,	128,	x^128 + x^127 + 2*x^91 + 2*x + 2
3,	129,	x^129 + x^128 + 2*x^13 + 1
3,	130,	x^130 + x^129 + x^55 + 2
3,	131,	x^131 + 2*x^130 + x^3 + 1
3,	132,	x^132 + x^131 + 2*x^27 + 2*x + 2
3,	133,	x^133 + 2*x^132 + x^37 + 1
3,	134,	x^134 + x^133 + 2*x^14 + 2*x + 2
3,	135,	x^135 + x^134 + 2*x^53 + 1
3,	136,	x^136 + x^135 + x^37 + 2*x + 2
3,	137,	x^137 + 2*x^136 + 1
3,	138,	x^138 + x^137 + x^31 + 2
3,	139,	x^139 + x^138 + x^10 + 1
3,	140,	x^140 + x^139 + x^67 + 2
3,	141,	x^141 + x^140 + x^22 + 1
3,	142,	x^142 + x^141 + x^47 + 2
3,	143,	x^143 + x^142 + x^4 + 1
3,	144,	x^144 + x^143 + 2*x^94 + 2*x^3 + 2
3,	145,	x^145 + x^144 + 2*x + 1
3,	146,	x^146 + x^145 + 2*x^29 + x + 2
5,	2,	x^2 + x + 2
5,	3,	x^3 + x^2 + 2
5,	4,	x^4 + x^3 + 4*x + 2
5,	5,	x^5 + 2*x^4 + 3
5,	6,	x^6 + x^5 + 2
5,	7,	x^7 + x^6 + 2
5,	8,	x^8 + x^7 + 3*x^5 + 2
5,	9,	x^9 + x^8 + 4*x + 3
5,	10,	x^10 + x^9 + 2*x + 3
5,	11,	x^11 + x^10 + 2
5,	12,	x^12 + x^11 + 2*x^6 + 2
5,	13,	x^13 + x^12 + 4*x + 3
5,	14,	x^14 + x^13 + x^3 + 3
5,	15,	x^15 + x^14 + x^2 + 3
5,	16,	x^16 + x^15 + 2*x^10 + 2
5,	17,	x^17 + x^16 + 4*x + 2
5,	18,	x^18 + x^17 + 3*x^2 + 3
5,	19,	x^19 + x^18 + x + 3
5,	20,	x^20 + x^19 + x^8 + 3
5,	21,	x^21 + 2*x^20 + 3
5,	22,	x^22 + x^21 + 2*x + 3
5,	23,	x^23 + 2*x^22 + x + 3
5,	24,	x^24 + x^23 + 2*x^2 + x + 2
5,	25,	x^25 + x^24 + 4*x + 2
5,	26,	x^26 + x^25 + 3*x^8 + 3
5,	27,	x^27 + 2*x^26 + 3
5,	28,	x^28 + x^27 + x^4 + 3
5,	29,	x^29 + 2*x^28 + x + 3
5,	30,	x^30 + x^29 + 2*x^14 + 2
5,	31,	x^31 + x^30 + 2
5,	32,	x^32 + x^31 + 4*x^4 + 4*x + 2
5,	33,	x^33 + x^32 + 4*x + 3
5,	34,	x^34 + x^33 + x^2 + 3
5,	35,	x^35 + x^34 + 4*x + 3
5,	36,	x^36 + x^35 + 2*x^29 + 3
5,	37,	x^37 + x^36 + 2*x^3 + 3
5,	38,	x^38 + x^37 + 4*x^7 + 3
5,	39,	x^39 + x^38 + 2*x^3 + 3
5,	40,	x^40 + x^39 + x^17 + 3
5,	41,	x^41 + 2*x^40 + x + 3
5,	42,	x^42 + x^41 + 4*x^8 + 2
5,	43,	x^43 + x^42 + 2
5,	44,	x^44 + x^43 + 2*x^14 + 2
5,	45,	x^45 + 2*x^44 + 3*x^2 + 2
5,	46,	x^46 + x^45 + 4*x^17 + 3
5,	47,	x^47 + 2*x^46 + 3*x^3 + 3
5,	48,	x^48 + x^47 + 4*x^27 + 2
5,	49,	x^49 + 2*x^48 + 2*x^3 + 2
5,	50,	x^50 + x^49 + 4*x^4 + 3
5,	51,	x^51 + x^50 + x + 3
5,	52,	x^52 + x^51 + 4*x^9 + 2
5,	53,	x^53 + x^52 + 4*x^2 + 3
5,	54,	x^54 + x^53 + 4*x^4 + 2
5,	55,	x^55 + x^54 + 4*x + 3
5,	56,	x^56 + x^55 + 4*x + 2
5,	57,	x^57 + 2*x^56 + 3
5,	58,	x^58 + x^57 + 3*x^10 + 3
5,	59,	x^59 + 2*x^58 + 3*x^4 + 3
5,	60,	x^60 + x^59 + 2*x^16 + 2*x + 3
5,	61,	x^61 + 2*x^60 + 3*x^9 + 3
5,	62,	x^62 + x^61 + 4*x^8 + 2
5,	63,	x^63 + x^62 + x^2 + 3
5,	64,	x^64 + x^63 + 4*x^39 + 3
5,	65,	x^65 + 2*x^64 + 4*x^5 + 2
5,	66,	x^66 + x^65 + 4*x^11 + 3
5,	67,	x^67 + x^66 + x^6 + 3
5,	68,	x^68 + x^67 + x^13 + 3
5,	69,	x^69 + 2*x^68 + x^5 + 3
5,	70,	x^70 + x^69 + 2*x + 3
5,	71,	x^71 + x^70 + x + 3
5,	72,	x^72 + x^71 + 2*x^17 + 3
5,	73,	x^73 + x^72 + 3*x^3 + 2
5,	74,	x^74 + x^73 + 2*x^54 + 2
5,	75,	x^75 + x^74 + 4*x + 3
5,	76,	x^76 + x^75 + 2*x^33 + 3
5,	77,	x^77 + x^76 + 3*x^3 + 2
5,	78,	x^78 + x^77 + 4*x^4 + 2
5,	79,	x^79 + x^78 + 3*x^3 + 2
5,	80,	x^80 + x^79 + 4*x^25 + 3*x + 3
5,	81,	x^81 + 2*x^80 + 2*x^3 + 2
5,	82,	x^82 + x^81 + x^18 + 3
5,	83,	x^83 + x^82 + 4*x^8 + 2
5,	84,	x^84 + x^83 + x^24 + 3
5,	85,	x^85 + x^84 + 4*x^3 + 2
5,	86,	x^86 + x^85 + 4*x^15 + 3
5,	87,	x^87 + x^86 + 4*x^3 + 2
5,	88,	x^88 + x^87 + 4*x^7 + 3
5,	89,	x^89 + x^88 + 2*x^4 + 2
5,	90,	x^90 + x^89 + 2*x + 3
5,	91,	x^91 + 2*x^90 + 2*x^9 + 3
5,	92,	x^92 + x^91 + 3*x + 2
5,	93,	x^93 + x^92 + 3*x^19 + 2
5,	94,	x^94 + x^93 + x^5 + 3
5,	95,	x^95 + x^94 + 2*x^3 + 3
5,	96,	x^96 + x^95 + 4*x^42 + 2
5,	97,	x^97 + 2*x^96 + x^3 + 2
5,	98,	x^98 + x^97 + 4*x^67 + 3
5,	99,	x^99 + 2*x^98 + 2*x^5 + 2
5,	100,	x^100 + x^99 + 2*x^22 + 2
7,	2,	x^2 + x + 3
7,	3,	x^3 + 3*x^2 + 4
7,	4,	x^4 + x^3 + x + 3
7,	5,	x^5 + x^4 + 4
7,	6,	x^6 + x^5 + 3*x^2 + 3
7,	7,	x^7 + 3*x^6 + 4
7,	8,	x^8 + x^7 + 3
7,	9,	x^9 + x^8 + x + 2
7,	10,	x^10 + x^9 + x + 3
7,	11,	x^11 + x^10 + 4
7,	12,	x^12 + x^11 + x + 3
7,	13,	x^13 + x^12 + 6*x + 2
7,	14,	x^14 + x^13 + 2*x + 5
7,	15,	x^15 + 3*x^14 + 2*x^2 + 4
7,	16,	x^16 + x^15 + 3
7,	17,	x^17 + x^16 + 4
7,	18,	x^18 + x^17 + x^6 + 5
7,	19,	x^19 + x^18 + 6*x + 4
7,	20,	x^20 + 2*x^19 + 6*x^3 + 3
7,	21,	x^21 + x^20 + 5*x + 4
7,	22,	x^22 + x^21 + x + 3
7,	23,	x^23 + x^22 + 3*x + 4
7,	24,	x^24 + x^23 + 5*x^2 + 2*x + 3
7,	25,	x^25 + 2*x^24 + 6*x + 2
7,	26,	x^26 + x^25 + 2*x + 5
7,	27,	x^27 + 3*x^26 + x + 4
7,	28,	x^28 + x^27 + 6*x + 3
7,	29,	x^29 + 5*x^28 + 2
7,	30,	x^30 + x^29 + 3*x^14 + 3
7,	31,	x^31 + x^30 + 6*x + 4
7,	32,	x^32 + x^31 + 3*x^5 + 5
7,	33,	x^33 + x^32 + 6*x^2 + 4
7,	34,	x^34 + x^33 + 3
7,	35,	x^35 + 3*x^34 + 5*x + 4
7,	36,	x^36 + x^35 + 5*x^15 + 3
7,	37,	x^37 + 3*x^36 + 4
7,	38,	x^38 + 2*x^37 + 5*x^3 + 3
7,	39,	x^39 + 3*x^38 + 5*x + 4
7,	40,	x^40 + x^39 + 3
7,	41,	x^41 + x^40 + 3*x + 4
7,	42,	x^42 + x^41 + 5*x^9 + 3
7,	43,	x^43 + x^42 + 6*x^2 + 2
7,	44,	x^44 + x^43 + 3*x + 5
7,	45,	x^45 + 3*x^44 + 4*x^2 + 4
7,	46,	x^46 + x^45 + 6*x^5 + 5
7,	47,	x^47 + 3*x^46 + 5*x + 4
7,	48,	x^48 + x^47 + x^10 + 5
7,	49,	x^49 + x^48 + 5*x^3 + 2
7,	50,	x^50 + x^49 + 5*x^8 + 3
7,	51,	x^51 + 3*x^50 + 2*x^4 + 2
7,	52,	x^52 + 2*x^51 + 2*x^3 + 5
7,	53,	x^53 + 5*x^52 + 2
7,	54,	x^54 + x^53 + x^4 + 3
7,	55,	x^55 + 3*x^54 + 5*x + 4
7,	56,	x^56 + 2*x^55 + 4*x^16 + 3
7,	57,	x^57 + 3*x^56 + 4
7,	58,	x^58 + 2*x^57 + x^6 + 5
7,	59,	x^59 + 2*x^58 + x^3 + 4
